Zeit,Teilnehmer,What is your experience?,What is your gender?,Do you feel represented in the community?,"How do you feel, how could the community improve?",Where are you from?,How old are you?,What is your / your families income?,Do you have a special brain?,Why did you start using Linux?,What do you use your PC for?,Do you contribute to the linux ecosystem?,Do you use multiple Linux systems?,Do you use other Operating Systems?,Why do you use other Operating Systems?,Multiple Linux Systems just for testing or daily driving?,What are the most important benefits of Linux Distributions?,Does your hardware meet Windows 11 requirements?,Do you use disk encryption?,Why do you use disk encryption?,Where does the distro you use originate from?,What origin was your FIRST distro from?,Why did you switch from NixOS?,Why did you switch from OpenSUSE?,Why did you switch from Arch?,Why did you switch from Fedora?,Why did you switch from Debian?,Why did you switch from Ubuntu?,Do you use a smaller Distribution?,Why do you use that distribution?,Do you modify your install in these areas?,What kind of device do you use?,"Does your device have official Linux support / come from a ""Linux hardware company""?",Does your device support Linux without issues anyways?,Is the Firmware / BIOS / UEFI on your PC open source?,Did you buy your device with opensource Firmware?,What Firmware do you use?,What release model?,Are you having problems with that?,Do you plan to switch to a different release type?,"Desktop, Window manager, Terminal?",Why do you use a Window Manager?,Why do you use a smaller Desktop?,Why do you use GNOME?,Did you switch from KDE?,Why do you use KDE?,Did you switch from GNOME?,Why did you switch from KDE?,Why did you switch from GNOME?,Tiling or Floating?,Do you use virtual Desktops?,Do you use Wayland or X11,Can you switch to Wayland?,Have you considered switching to a Wayland alternative?,Will you switch to Wayland in the next year?,How do you get your apps?,"Do you use an ""immutable"" Distribution?","Why don't you use an ""immutable"" distribution?",Do you use proprietary software?,Why do you use Flatpaks?,What problems with Flatpaks do you face?,Why dont you use Flatpak?,Do you use non-Flatpak proprietary Software?,Do you want more proprietary software as Flatpaks?,How did you like this survey?,Anything to add?
2024-06-14T00:04:06.450Z,Gast,"3+ years Linux user,programmer (not systems related, like Web or Apps),programmer (systems related, Linux utilities, libraries),used a few different distros,giving tech support to people",male,,,Europe,21-26,average,undiagnosed,"Windows annoyed me,because it is free (as in money),I like to tweak my system,job requirement","web browsing,online media comsumption,mail, messaging,gaming: linux games,gaming: windows games (Steam, WINE, Proton),software development,learning,playing around with the OS","not yet,help people I know","yes, Linux Servers too,yes, also Windows",,,,"Free: no money costs,Free as in freedom (no restriction of use),customizability, fun,efficient workflows",yes,no,"works better for some tasks,like to play around","Fedora (Atomic Desktops, Nobara, Ultramarine, uBlue Bazzite/Bluefin/Aurora, CentOS Stream, RockyLinux, Almalinux, RHEL)","Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)",,,,,something else,,no,,"media support (codecs),adding additional repositories",Desktop PC,no,only minor issues,no,,,"Semi rolling: versions, updates in between (Fedora)",no,"not sure if something else is better,no","KDE (Default on Kubuntu, KDE Neon, Manjaro, ...)",,,,,"performance,lightweight,app integration",no,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",No,Wayland,,,,"native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),Flatpak,Appimage,.tar archives, .run commands, binaries from the internet,Distrobox / Toolbox","yes, Fedora Atomic / uBlue, coreOS, IOT, ...",,"yes, I dont care","nice store, easy to find,they work well",sandboxing breaks some apps,,I dont know,yes,cool!,
2024-06-14T00:08:31.093Z,Gast,"know the major terminal tools,3+ years Linux user,used many different distros",male,,,USA+Canada,51-60,average,undiagnosed,"I like to tweak my system,I was bored (with the other OS)","web browsing,mail, messaging,standard office tasks,learning,playing around with the OS,storing important information",not yet,"yes, also macOS,no, just one",,,,"Privacy,Security against bad software / viruses,customizability, fun",yes,"yes, using the TPM",,"Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)","Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)",,,,,,,yes,Ease of use / better presets,,Laptop,no,yes,no,,,"Versioned: versions, only security updates in between (SteamOS, Ubuntu)",no,no,"Smaller Desktop (Cinnamon (Linux Mint), XFCE, LXQt/LXDE, Mate, COSMIC, ...)",,"I find it easy to use,it is the default on my distro (like Linux Mint),it is lightweight",,,,,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",No,X11,,,"yes, unsure","native packages (deb, rpm) (main repo),native packages without a repo (manually downloaded .deb files etc),Flatpak,Appimage",no,,"yes, I need it","nice store, easy to find,they work well,officially maintained (verified)",,,yes,no,cool!,
2024-06-14T00:09:46.007Z,Gast,know the major terminal tools,female,yes,I really don't know... Uh... Maybe if more people who just use this stuff learn how to contribute code themselves?,USA+Canada,31-40,far below average,probably no,Windows annoyed me,"web browsing,online media comsumption,mail, messaging,standard office tasks,gaming: linux games,gaming: windows games (Steam, WINE, Proton),learning,storing videos, pictures, ...","not yet,help make it more popular,help people I know","yes, multiple Linux Desktops,yes, also Windows",,,,"Free: no money costs,Privacy,low hardware requirements,modularity of software components",no,no,other,"Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, Tails, EndlessOS, ElementaryOS, ...)","Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,,no,,"media support (codecs),additional drivers (NVIDIA, AMD ROCM, amdgpu-pro),uninstalling preinstalled native packages,adding additional repositories",Desktop PC,no,yes,no idea,,,"Stable: versioned, backported security patches, no feature upgrades in between (Debian, RHEL, OpenSUSE Leap)",no,not sure if something else is better,"GNOME (default on Ubuntu, Fedora, ...)",,,main desktop of the distro,no,,,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",No,"dont know, too lazy to check",,,,"native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),Flatpak",no,,"yes, I need it",officially maintained (verified),"missing software,sandboxing breaks some apps",,I dont know,no,cool!,
2024-06-14T00:13:34.189Z,Gast,"know the major terminal tools,3+ years Linux user,programmer (not systems related, like Web or Apps),used a few different distros,giving tech support to people",male,,,Europe,31-40,average,"yes, ADHD","Windows annoyed me,because it is free (as in money),because of privacy reasons,I like to tweak my system,job requirement,it is more secure","web browsing,offline media consumption,mail, messaging,standard office tasks,gaming: linux games,gaming: windows games (Steam, WINE, Proton),science, research, writing papers,software development,learning,storing videos, pictures, ...,playing around with the OS,being anonymous online","I donate to projects,help make it more popular,help people I know","yes, multiple Linux Desktops,yes, Linux Servers too",,,,"Free as in freedom (no restriction of use),Privacy,Security against bad software / viruses,modularity of software components",yes,"yes, with a password","needed for a hobby,like to play around","Fedora (Atomic Desktops, Nobara, Ultramarine, uBlue Bazzite/Bluefin/Aurora, CentOS Stream, RockyLinux, Almalinux, RHEL)","Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)",,,,,packages were too old,,no,,"additional drivers (NVIDIA, AMD ROCM, amdgpu-pro),adding additional repositories",Laptop,no,only minor issues,no,,,"Semi rolling: versions, updates in between (Fedora)",no,not sure if something else is better,"KDE (Default on Kubuntu, KDE Neon, Manjaro, ...)",,,,,"traditional UI,customization",yes,,"didnt like the interface trends,I like KDE better,prefer the UI","Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,Wayland,,,,"native packages (deb, rpm) (main repo),Flatpak,.tar archives, .run commands, binaries from the internet",no,,"yes, it works better","nice store, easy to find,security through sandboxing,they work well",missing software,,yes,yes,cool!,
2024-06-14T00:15:09.642Z,Gast,"3+ years Linux user,programmer (not systems related, like Web or Apps),used many different distros,giving tech support to people",male,,,Europe,27-30,average,probably no,"Found it online,Windows annoyed me,because of privacy reasons,I like to tweak my system,it is better for my tasks","web browsing,online media comsumption,mail, messaging,gaming: linux games,gaming: windows games (Steam, WINE, Proton),software development,learning,storing videos, pictures, ...,storing important information","not yet,I donate to projects,help people I know","yes, both",,,,"Free as in freedom (no restriction of use),Privacy,customizability, fun,efficient workflows",yes,"yes, with a password",needed for work,"Arch (SteamOS, Manjaro, Artix, EndeavorOS, Garuda, BlendOS, ...)","Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,,yes,"Ease of use / better presets,optimized for gaming",,Desktop PC,no,yes,no,,,"Rolling release: no versions, very new (Arch, Tumbleweed)",no,no,"KDE (Default on Kubuntu, KDE Neon, Manjaro, ...)",,,,,"customization,needed features (like gaming),performance",yes,,"I like KDE better,GNOME breaks apps I use,prefer the UI","Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,Wayland,,,,"native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),Flatpak,Appimage","yes, Fedora Atomic / uBlue, coreOS, IOT, ...,yes, SteamOS,yes, Android",,"yes, I need it","nice store, easy to find,security through sandboxing,they work well","missing software,sandboxing breaks some apps,theming",,no,yes,cool!,
2024-06-14T00:20:17.890Z,Gast,"know the major terminal tools,used a few different distros",male,,,South America,27-30,slightly above average,"what?,no","Windows annoyed me,macOS annoyed me,ChromeOS annoyed me,because of privacy reasons,I like to tweak my system,I was bored (with the other OS),it is better for my tasks,it has better software","web browsing,online media comsumption",,"no, just one",,,,"Free as in freedom (no restriction of use),customizability, fun,low hardware requirements",yes,no,,"Arch (SteamOS, Manjaro, Artix, EndeavorOS, Garuda, BlendOS, ...)","Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,,no,,"media support (codecs),theming",Laptop,dont know,,no idea,,,"Rolling release: no versions, very new (Arch, Tumbleweed)",no,no,Window manager / Compositor,"I like to tweak my desktop,lightweight,functionality",,,,,,,,Autotiling,No,Wayland,,,,"native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...)","yes, Android,no",,no,,,I prefer distro packages,,,cool!,cool survey
2024-06-14T00:20:32.858Z,Gast,"know the major terminal tools,3+ years Linux user,programmer (not systems related, like Web or Apps),used many different distros,distrohopped a lot (over 5 times),giving tech support to people",male,,,USA+Canada,31-40,slightly above average,undiagnosed,Friends or Family showed me,"web browsing,mail, messaging,software development,storing videos, pictures, ...,storing important information","no time,I donate to projects,help people I know","yes, multiple Linux Desktops,yes, Linux Servers too,yes, both",,,,"Free as in freedom (no restriction of use),efficient workflows,low hardware requirements,modularity of software components",dont know,"yes, with a password","needed for a hobby,works better for some tasks",NixOS,"Fedora (Atomic Desktops, Nobara, Ultramarine, uBlue Bazzite/Bluefin/Aurora, CentOS Stream, RockyLinux, Almalinux, RHEL)",,,,other,,,yes,,,Desktop PC,no,yes,no,,,"Semi rolling: versions, updates in between (Fedora)",no,no,Window manager / Compositor,"efficient workflow,lightweight,functionality",,,,,,,,"Tiling, manual",Yes,Wayland,,,,nix,"yes, NixOS",,no,,,,,,,
2024-06-14T00:23:04.589Z,Gast,"know the major terminal tools,used a few different distros,giving tech support to people",rather not say,yes,,USA+Canada,27-30,below average,probably no,"Windows annoyed me,because it is free (as in money),because of privacy reasons,I like to tweak my system,it is more secure","web browsing,gaming: linux games,gaming: windows games (Steam, WINE, Proton),video production,learning,playing around with the OS,storing important information",help people I know,"yes, multiple Linux Desktops,yes, Linux Servers too,yes, also Windows",,,,"Free: no money costs,Free as in freedom (no restriction of use),Privacy,customizability, fun",yes,no,,"Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)","Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)",,,,,,,no,,"uninstalling preinstalled native packages,theming",Desktop PC,no,yes,no,,,"Stable: versioned, backported security patches, no feature upgrades in between (Debian, RHEL, OpenSUSE Leap)",no,not sure if something else is better,"KDE (Default on Kubuntu, KDE Neon, Manjaro, ...)",,,,,"customization,beginner friendly",no,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,X11,"yes, but not all Software works",,,"native packages (deb, rpm) (main repo),native packages without a repo (manually downloaded .deb files etc)",no,,"yes, I need it",,,I prefer distro packages,,,too long,
2024-06-14T00:25:57.515Z,Gast,"3+ years Linux user,programmer (not systems related, like Web or Apps),programmer (systems related, Linux utilities, libraries),used a few different distros",male,,,USA+Canada,31-40,above average,"yes, ADHD","because of privacy reasons,I like to tweak my system,I was bored (with the other OS),it is better for my tasks","web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,gaming: linux games,gaming: windows games (Steam, WINE, Proton),software development,learning","forum support,contributing code,help make it more popular","yes, multiple Linux Desktops,yes, Linux Servers too",,,,"Free as in freedom (no restriction of use),Privacy",yes,"yes, with a password",like to play around,"Fedora (Atomic Desktops, Nobara, Ultramarine, uBlue Bazzite/Bluefin/Aurora, CentOS Stream, RockyLinux, Almalinux, RHEL)","Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,,no,,"media support (codecs),additional drivers (NVIDIA, AMD ROCM, amdgpu-pro),adding additional repositories",Desktop PC,no,yes,no,,,"Semi rolling: versions, updates in between (Fedora)",no,no,"KDE (Default on Kubuntu, KDE Neon, Manjaro, ...)",,,,,"needed features (like gaming),performance,poweruser features",yes,,"I like KDE better,KDE got more stable (less bugs),performance","Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",No,Wayland,,,,"native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),native packages without a repo (manually downloaded .deb files etc),Flatpak","yes, SteamOS,yes, Android",,"yes, I need it","security through sandboxing,officially maintained (verified)",,,no,yes,"cool!,too long",Nope!
2024-06-14T00:28:30.174Z,Gast,"know the major terminal tools,3+ years Linux user,used a few different distros,giving tech support to people",non-binary,its okay,,Europe,21-26,far below average,"yes, ADHD,undiagnosed","Windows annoyed me,because it is free (as in money),my hardware is not powerful enough for others","web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,gaming: linux games,gaming: windows games (Steam, WINE, Proton),audio production,storing videos, pictures, ...,storing important information",help with translations,"yes, multiple Linux Desktops,yes, Linux Servers too",,,,"Free: no money costs,Free as in freedom (no restriction of use),low hardware requirements,modularity of software components",dont know,no,,"Arch (SteamOS, Manjaro, Artix, EndeavorOS, Garuda, BlendOS, ...)","Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,,no,,"media support (codecs),additional drivers (NVIDIA, AMD ROCM, amdgpu-pro),theming",Laptop,no,only minor issues,no,,,"Rolling release: no versions, very new (Arch, Tumbleweed)",no,no,"KDE (Default on Kubuntu, KDE Neon, Manjaro, ...)",,,,,"app integration,better legacy app support (tray icons, X11 keystrokes, XWayland, ...)",yes,,prefer the UI,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",No,Wayland,,,,"native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),.tar archives, .run commands, binaries from the internet","yes, SteamOS",,"yes, I need it",,,I prefer distro packages,,,"cool!,too short",I have a laptop and a Steam Deck (and plan to get a Linux handset). Those are two (or three) devices with different setups. You could either limit the questions in scope to a single device or add support for multi-device setups.
2024-06-14T00:30:02.294Z,Gast,"know the major terminal tools,3+ years Linux user,programmer (systems related, Linux utilities, libraries),used many different distros,some other job with Linux",rather not say,its okay,,USA+Canada,31-40,above average,undiagnosed,"Found it online,Windows annoyed me,because it is free (as in money),because of privacy reasons,it has better hardware support,it is better for my tasks,it has better software,it is more secure,I need disk encryption","web browsing,online media comsumption,offline media consumption,mail, messaging,science, research, writing papers,audio production,video production,software development,storing videos, pictures, ...,storing important information","no time,forum support,help people I know","yes, multiple Linux Desktops,yes, Linux Servers too,yes, both,yes, also macOS",,,,"Free: no money costs,Free as in freedom (no restriction of use),Privacy,Security against bad software / viruses",yes,"yes, with a password","needed for work,works better for some tasks","Fedora (Atomic Desktops, Nobara, Ultramarine, uBlue Bazzite/Bluefin/Aurora, CentOS Stream, RockyLinux, Almalinux, RHEL)","Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,,no,,"media support (codecs),uninstalling preinstalled native packages,adding additional repositories,security optimization",Desktop PC,no,yes,no,,,"Semi rolling: versions, updates in between (Fedora)",no,no,"GNOME (default on Ubuntu, Fedora, ...)",,,"best supported,I like it,It has needed functionality,it does not take much time to maintain,good app integration,performance",yes,,,"too unstable,too many features,GNOME is the main desktop",,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",Yes,Wayland,,,,"native packages (deb, rpm) (main repo),Flatpak,Appimage,.tar archives, .run commands, binaries from the internet",no,,no,"they work well,officially maintained (verified)","issues with desktop integration,other",,,,,
2024-06-14T00:32:53.779Z,Gast,"3+ years Linux user,used a few different distros",male,,,USA+Canada,31-40,average,undiagnosed,"Windows annoyed me,because it is free (as in money),because of privacy reasons,I like to tweak my system,it is more secure","web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,gaming: linux games,gaming: windows games (Steam, WINE, Proton),science, research, writing papers,learning,storing videos, pictures, ...,being anonymous online,storing important information","I donate to projects,help make it more popular","yes, multiple Linux Desktops,yes, also Windows",,,,"Free as in freedom (no restriction of use),Privacy,customizability, fun,low hardware requirements",dont know,"yes, with a password",like to play around,"Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, Tails, EndlessOS, ElementaryOS, ...)","Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,,yes,Ease of use / better presets,,Desktop PC,no,yes,no,,,"Versioned: versions, only security updates in between (SteamOS, Ubuntu)",no,not sure if something else is better,"GNOME (default on Ubuntu, Fedora, ...)",,,"main desktop of the distro,It has needed functionality",no,,,,,"Floating (KDE, GNOME, Cinnamon, Windows, MacOS, ...)",No,Wayland,,,,"native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),native packages without a repo (manually downloaded .deb files etc),Flatpak,Snap,Appimage,.tar archives, .run commands, binaries from the internet",no,,"yes, I need it","nice store, easy to find","sandboxing breaks some apps,issues with desktop integration,theming",,no,no,cool!,
2024-06-14T00:32:58.134Z,Gast,"know the major terminal tools,3+ years Linux user,programmer (not systems related, like Web or Apps),programmer (systems related, Linux utilities, libraries),used a few different distros,giving tech support to people,some other job with Linux",rather not say,its okay,,Europe,31-40,below average,undiagnosed,"Windows annoyed me,because it is free (as in money),I like to tweak my system","web browsing,mail, messaging,standard office tasks,science, research, writing papers,software development,learning,storing videos, pictures, ...",no time,"yes, multiple Linux Desktops,yes, Linux Servers too,yes, both,yes, also Windows",,,,"Free: no money costs,Free as in freedom (no restriction of use),customizability, fun,efficient workflows",dont know,"yes, with a password,what?","school/uni/work requirement,needed for work,works better for some tasks","Arch (SteamOS, Manjaro, Artix, EndeavorOS, Garuda, BlendOS, ...)","Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,,no,,"adding additional repositories,theming",Laptop,no,only minor issues,no idea,,,"Rolling release: no versions, very new (Arch, Tumbleweed)",no,not sure if something else is better,Window manager / Compositor,"efficient workflow,functionality,no bloat",,,,,,,,Autotiling,Yes,X11,,no,,"native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...)",no,,"yes, I dont care",,,I prefer distro packages,,,,"Many loaded questions (Wayland, Flatpack, Q26, Q36), Q17 is unclear"
2024-06-14T00:34:02.236Z,Gast,"know the major terminal tools,3+ years Linux user,programmer (not systems related, like Web or Apps),used many different distros,distrohopped a lot (over 5 times),giving tech support to people,admin: unpaid (local group, school, ...)",female,its okay,By not allowing bigots in the community,Australia,21-26,far below average,"yes, Autism,yes, ADHD,yes, other","Found it online,Windows annoyed me,macOS annoyed me,because it is free (as in money),because of privacy reasons,I like to tweak my system,I was bored (with the other OS),my hardware is not powerful enough for others","web browsing,online media comsumption,offline media consumption,mail, messaging,standard office tasks,gaming: linux games,gaming: windows games (Steam, WINE, Proton),science, research, writing papers,audio production,video production,software development,learning,storing videos, pictures, ...,playing around with the OS,being anonymous online,storing important information","I donate to projects,forum support,contributing code,doing packaging,help make it more popular,help people I know","yes, multiple Linux Desktops,yes, Linux Servers too,yes, both",,,,"Free as in freedom (no restriction of use),customizability, fun,modularity of software components",dont know,"yes, with a password","needed for a hobby,like to play around","Arch (SteamOS, Manjaro, Artix, EndeavorOS, Garuda, BlendOS, ...)","Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)",,,,,"packages were too old,something else",,yes,Ease of use / better presets,,Desktop PC,no,yes,no,,,"Rolling release: no versions, very new (Arch, Tumbleweed)",no,not sure if something else is better,Window manager / Compositor,"efficient workflow,no bloat,I have no hobbies",,,,,,,,Autotiling,Yes,Wayland,,,,"native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),Appimage,nix",no,,"yes, I need it",,,"they confuse me,they are like Snaps",,,cool!,Really cool survey!
2024-06-14T00:35:28.368Z,Gast,"3+ years Linux user,used a few different distros",non-binary,yes,the forums are well written but sometimes are written in a way that's assuming readers know more than they do. when i was a beginner i was frequently lost when visiting arch wiki and Ubuntu wiki pages.,USA+Canada,27-30,below average,"what?,yes, ADHD","Friends or Family showed me,Found it online,Windows annoyed me,because it is free (as in money),I like to tweak my system,I was bored (with the other OS),my hardware is not powerful enough for others","web browsing,online media comsumption,offline media consumption,mail, messaging,gaming: linux games,gaming: windows games (Steam, WINE, Proton),audio production,video production,learning,storing videos, pictures, ...,playing around with the OS,storing important information","I donate to projects,forum support,help make it more popular,help people I know","yes, multiple Linux Desktops,yes, also Windows,yes, also Android as a PC???",,,,"Free: no money costs,Free as in freedom (no restriction of use),customizability, fun,modularity of software components",yes,no,"works better for some tasks,like to play around","Debian (MX Linux, Tails, EndlessOS, CloneZilla, ...)","Ubuntu (Linux Mint, VanillaOS, Pop!_OS, TuxedoOS, KDE Neon, Kali, ElementaryOS, ...)",,,,,,,no,,"media support (codecs),additional drivers (NVIDIA, AMD ROCM, amdgpu-pro),adding additional repositories,theming",Desktop PC,dont know,,no,,,"Stable: versioned, backported security patches, no feature upgrades in between (Debian, RHEL, OpenSUSE Leap)",no,no,"KDE (Default on Kubuntu, KDE Neon, Manjaro, ...)",,,,,"customization,needed features (like gaming),performance",yes,,"they removed features I needed,I like KDE better,prefer the UI","Tiling, manual",Yes,"dont know, too lazy to check",,,,"native packages (deb, rpm) (main repo),native packages, community repo (Arch AUR, Ubuntu PPAs, Fedora COPR, ...),native packages without a repo (manually downloaded .deb files etc)","yes, Android,no",,"yes, I need it",,,I dont know them,,,cool!,most of my responses might not be fully accurate due to using antique versions of distros that were deprecated over 5 years ago(i know security nightmare) 
